	sp_id	sp_hh_id	age	sex	work_id
350602	794115	138768	35	F	22071
350603	552772	138768	1	F	X
350641	417839	138783	55	M	22074
350642	958040	138783	53	F	22074
350802	151634	138847	21	M	22082
350803	1096730	138847	69	F	X
350804	1105323	138847	70	F	X
350823	128068	138854	17	M	96
350824	305310	138854	40	M	22084
350825	701289	138854	23	F	22084
350826	1004069	138854	59	F	22084
350827	648350	138854	14	F	80
350828	648351	138854	14	F	60
350829	339145	138854	44	M	22084
350858	483982	138866	65	M	X
351112	987170	138964	57	F	22102
351113	987171	138964	57	F	22102
351169	854570	138992	41	F	22105
351170	854571	138992	41	F	22105
351210	191739	139010	28	M	22107
351211	723708	139010	27	F	22107
351212	804728	139010	36	F	22107
351457	198456	139109	29	M	22125
351458	712123	139109	25	F	22125
351459	1148030	139109	77	F	X
351521	60034	139132	8	M	50
351522	586039	139132	6	F	X
351523	626630	139132	11	F	103
351524	1060852	139132	65	F	X
351897	173303	139281	25	M	22150
351898	979577	139281	56	F	22151
352018	987176	139328	57	F	22161
352019	134530	139328	18	M	22161
352020	77468	139328	10	M	78
352021	457241	139328	61	M	X
352198	399219	139402	52	M	22175
352199	536997	139402	81	M	X
352200	526359	139402	74	M	X
352201	1140715	139402	75	F	X
352202	370643	139402	48	M	22175
352249	1013072	139421	60	F	22178
352250	972483	139421	55	F	22178
352251	900693	139421	46	F	22178
352341	995348	139460	58	F	22185
352342	34402	139460	5	M	X
352460	296327	139504	39	M	22191
352461	1181871	139504	87	F	X
352462	717732	139504	26	F	22191
352531	772859	139533	33	F	22196
352532	314059	139533	41	M	22197
352533	995349	139533	58	F	22197
352534	314061	139533	41	M	22197
352535	1804	139533	0	M	X
352585	547251	139555	0	F	X
352586	547252	139555	0	F	X
352587	987180	139555	57	F	22200
352590	157133	139557	22	M	22200
352591	157132	139557	22	M	22200
352604	519561	139562	72	M	X
352605	1805	139562	0	M	X
352606	706745	139562	24	F	22202
352771	417858	139631	55	M	22211
352772	34404	139631	5	M	X
352773	34405	139631	5	M	X
352834	602463	139652	8	F	12
352835	19895	139652	3	M	X
352836	489866	139652	66	M	X
352852	436322	139661	58	M	X
352894	1022609	139676	61	F	X
352895	347207	139676	45	M	22217
352896	1088395	139676	68	F	X
352904	146084	139680	20	M	22217
352905	586048	139680	6	F	X
352906	950678	139680	52	F	22217
352907	1105342	139680	70	F	X
352931	121744	139689	16	M	20
352979	934935	139710	50	F	22224
352980	464627	139710	62	M	X
352981	815108	139710	37	F	22224
353196	1070131	139796	66	F	X
353197	500949	139796	68	M	X
353198	115191	139796	15	M	103
353199	1060865	139796	65	F	X
353293	1022615	139834	61	F	X
353294	995355	139834	58	F	22241
353295	266673	139834	36	M	22241
353376	13704	139865	2	M	X
353377	578000	139865	5	F	X
353378	891647	139865	45	F	22245
353379	1022617	139865	61	F	X
353380	185241	139865	27	M	22245
353485	558418	139906	2	F	X
353486	882626	139906	44	F	22251
353487	995357	139906	58	F	22251
353488	654944	139906	15	F	62
353927	772865	140080	33	F	22281
353928	610719	140080	9	F	20
353929	641274	140080	13	F	32
353930	641275	140080	13	F	49
353931	532495	140080	77	M	X
354010	405721	140110	53	M	22286
354011	339164	140110	44	M	22286
354024	815122	140119	37	F	22287
354025	815121	140119	37	F	22287
354026	815120	140119	37	F	22288
354077	891648	140142	45	F	22291
354078	723722	140142	27	F	22291
354079	134542	140142	18	M	22292
354080	972492	140142	55	F	22292
354081	510890	140142	70	M	X
354082	377999	140142	49	M	22292
354280	1070146	140220	66	F	X
354281	523356	140220	73	M	X
354329	100989	140239	13	M	49
354330	484005	140239	65	M	X
354331	1051451	140239	64	F	X
354428	276928	140283	37	M	22312
354429	891652	140283	45	F	22312
354430	256130	140283	35	M	22312
354442	794153	140289	35	F	22313
354443	695951	140289	22	F	22313
354472	256132	140300	35	M	22314
354473	256131	140300	35	M	22314
354474	578005	140300	5	F	X
354475	763019	140300	32	F	22314
354476	873330	140300	43	F	22315
354477	1134825	140300	74	F	X
354604	1070147	140355	66	F	X
354605	500960	140355	68	M	X
354630	417864	140363	55	M	22329
354631	540067	140363	83	M	X
354857	146091	140452	20	M	22345
354858	146090	140452	20	M	22345
354859	385328	140452	50	M	22345
354860	1041888	140452	63	F	X
354861	1041887	140452	63	F	X
354890	500961	140466	68	M	X
354891	85775	140466	11	M	75
354892	26785	140466	4	M	X
355006	864243	140512	42	F	22354
355007	909649	140512	47	F	22354
355008	950691	140512	52	F	22354
355009	950690	140512	52	F	22354
355010	864242	140513	42	F	22354
355011	864241	140513	42	F	22354
355012	1070150	140513	66	F	X
355013	1070149	140513	66	F	X
355085	1013090	140542	60	F	22359
355086	845211	140542	40	F	22359
355087	495674	140542	67	M	X
355240	477851	140604	64	M	X
355241	477850	140604	64	M	X
355242	477849	140604	64	M	X
355243	1088413	140604	68	F	X
355244	1088414	140604	68	F	X
355284	723733	140623	27	F	22373
355285	723732	140623	27	F	22373
355286	641284	140623	13	F	84
355371	276936	140658	37	M	22378
355372	1013093	140658	60	F	22378
355438	1160004	140684	81	F	X
355439	245456	140684	34	M	22383
355440	882640	140684	44	F	22383
355441	558428	140684	2	F	X
355460	500962	140692	68	M	X
355461	500963	140692	68	M	X
355462	339176	140692	44	M	22384
355463	1051455	140692	64	F	X
355514	399238	140714	52	M	22386
355586	429976	140742	57	M	X
355587	399239	140742	52	M	22392
355596	1079427	140745	67	F	X
355597	191766	140745	28	M	22392
355645	515375	140766	71	M	X
355646	519570	140766	72	M	X
355647	457261	140766	61	M	X
355697	140480	140787	19	M	22400
355698	245462	140787	34	M	22400
355699	245463	140787	34	M	22400
355700	339178	140787	44	M	22400
355782	934954	140822	50	F	22404
355783	296358	140822	39	M	22404
355784	179039	140822	26	M	22404
355785	909652	140822	47	F	22404
355786	157142	140822	22	M	22404
355787	68720	140822	9	M	26
355802	385330	140828	50	M	22405
355803	385329	140828	50	M	22405
355804	854603	140828	41	F	22405
355805	1013096	140828	60	F	22406
355941	744897	140884	30	F	22414
355942	712145	140884	25	F	22414
355943	157144	140884	22	M	22414
355944	330946	140884	43	M	22414
355945	330945	140884	43	M	22414
355946	13716	140884	2	M	X
355969	1181880	140895	87	F	X
355970	634061	140895	12	F	15
355971	206477	140895	30	M	22416
355972	634062	140895	12	F	65
355973	26791	140895	4	M	X
355974	1152364	140895	79	F	X
355996	489891	140905	66	M	X
355997	489890	140905	66	M	X
356051	305345	140928	40	M	22420
356102	423981	140946	56	M	X
356103	753511	140946	31	F	22423
356104	464641	140946	62	M	X
356105	330947	140946	43	M	22424
356106	673390	140946	18	F	22424
356183	564423	140980	3	F	X
356184	355145	140980	46	M	22428
356185	543970	140980	88	M	X
356230	305347	140997	40	M	22432
356231	305346	140997	40	M	22432
356232	405734	140997	53	M	22432
356233	234962	140997	33	M	22432
356244	1041902	141003	63	F	X
356245	558437	141003	2	F	X
356623	34431	141154	5	M	X
356624	926745	141154	49	F	22458
356625	224975	141154	32	M	22458
356626	51408	141154	7	M	32
356627	464647	141154	62	M	X
356628	995377	141154	58	F	22458
356785	744905	141216	30	F	22468
356896	835683	141261	39	F	22475
356897	815150	141261	37	F	22475
356954	443091	141283	59	M	X
356974	987207	141291	57	F	22480
356975	140490	141291	19	M	22481
356976	322764	141291	42	M	22481
356977	987208	141291	57	F	22481
356978	322763	141291	42	M	22481
356979	1079437	141291	67	F	X
356980	276958	141291	37	M	22481
356981	191775	141291	28	M	22481
357163	146100	141366	20	M	22492
357164	68725	141366	9	M	80
357165	744913	141366	30	F	22492
357166	1179724	141366	86	F	X
357216	794192	141390	35	F	22494
357217	794191	141390	35	F	22494
357218	706766	141390	24	F	22494
357439	723746	141475	27	F	22508
357440	723747	141475	27	F	22509
357441	1834	141475	0	M	X
357574	1088427	141531	68	F	X
357575	523371	141531	73	M	X
357609	464655	141542	62	M	X
357610	1121257	141542	72	F	X
357611	13721	141542	2	M	X
357612	626665	141542	11	F	55
357613	763036	141542	32	F	22520
357664	794198	141564	35	F	22525
357665	471434	141564	63	M	X
357666	535465	141564	80	M	X
357667	654971	141564	15	F	39
357668	286772	141564	38	M	22525
357734	835688	141592	39	F	22529
357735	987216	141592	57	F	22530
358229	564435	141786	3	F	X
358230	763044	141786	32	F	22558
358231	570984	141786	4	F	X
358232	191782	141786	28	M	22558
358265	347240	141799	45	M	22560
358266	610750	141799	9	F	14
358267	234977	141799	33	M	22560
358353	77509	141832	10	M	41
358473	355155	141881	46	M	22572
358474	370693	141881	48	M	22573
358475	918312	141881	48	F	22573
358533	523374	141908	73	M	X
358705	1184345	141973	89	F	X
358706	891693	141973	45	F	22588
358707	1184346	141973	89	F	X
358708	85788	141973	11	M	17
358709	891690	141973	45	F	22588
358710	891689	141973	45	F	22588
358728	314103	141983	41	M	22590
358729	314102	141983	41	M	22590
358730	1070187	141983	66	F	X
358731	471446	141983	63	M	X
358732	471447	141983	63	M	X
359201	753537	142171	31	F	22620
359202	610757	142171	9	F	20
359203	753538	142171	31	F	22620
359204	1105377	142171	70	F	X
359205	429994	142171	57	M	X
359239	464664	142187	62	M	X
359257	804796	142195	36	F	22623
359258	552809	142195	1	F	X
359259	918317	142195	48	F	22623
359260	519587	142195	72	M	X
359261	266732	142195	36	M	22623
359262	558448	142195	2	F	X
359263	648389	142195	14	F	63
359547	411895	142307	54	M	22639
359548	783561	142307	34	F	22639
359549	717767	142307	26	F	22640
359569	162504	142316	23	M	22641
359570	918319	142316	48	F	22641
359890	162509	142443	23	M	22660
359891	736787	142443	29	F	22660
359915	690537	142451	21	F	22663
359916	690538	142451	21	F	22663
359970	717772	142475	26	F	22666
359971	477881	142475	64	M	X
359972	424004	142475	56	M	X
359973	1134861	142475	74	F	X
359975	424006	142477	56	M	X
359976	717773	142477	26	F	22666
360021	500980	142496	68	M	X
360036	564440	142501	3	F	X
360037	626684	142501	11	F	49
360038	626683	142501	11	F	29
360166	206501	142556	30	M	22680
360167	695969	142556	22	F	22680
360168	695970	142556	22	F	22681
360180	825579	142562	38	F	22682
360460	191794	142675	28	M	22701
360461	191793	142675	28	M	22701
360462	864290	142675	42	F	22701
360679	1070196	142758	66	F	X
360680	93397	142758	12	M	109
360681	515387	142758	71	M	X
360844	552814	142823	1	F	X
360845	26826	142823	4	M	X
360846	430008	142823	57	M	X
360847	489918	142823	66	M	X
360848	339213	142823	44	M	22724
361080	794223	142914	35	F	22738
361081	134577	142914	18	M	22738
361101	185286	142925	27	M	22740
361102	679348	142925	19	F	22740
361103	146117	142925	20	M	22740
361277	505953	142998	69	M	X
361278	995408	142998	58	F	22751
361279	151692	142998	21	M	22751
361280	151693	142998	21	M	22751
361281	245531	142998	34	M	22752
361282	558464	142998	2	F	X
361283	1051505	142998	64	F	X
361560	191797	143107	28	M	22770
361561	191798	143107	28	M	22770
361601	835720	143122	39	F	22772
361602	225004	143122	32	M	22772
361603	405768	143122	53	M	22772
361604	1105396	143122	70	F	X
361724	477890	143171	64	M	X
361725	723770	143171	27	F	22781
361726	505954	143171	69	M	X
361799	179069	143201	26	M	22784
361800	1088457	143201	68	F	X
361843	1160030	143217	81	F	X
361844	1160031	143217	81	F	X
361845	1096810	143217	69	F	X
361846	526375	143217	74	M	X
361847	547296	143217	0	F	X
361848	266750	143217	36	M	22788
361849	544249	143217	89	M	X
362088	77535	143316	10	M	41
362089	626692	143316	11	F	37
362090	547298	143316	0	F	X
362283	783587	143394	34	F	22819
362284	783586	143394	34	F	22819
362285	783585	143394	34	F	22819
362306	1060915	143402	65	F	X
362307	436378	143403	58	M	X
362308	1060914	143403	65	F	X
362449	1004137	143458	59	F	22829
362450	1004136	143458	59	F	22829
362524	667239	143491	17	F	23
362525	753567	143491	31	F	22834
362526	1128752	143491	73	F	X
362527	804826	143491	36	F	22834
362570	926788	143506	49	F	22839
362571	51455	143506	7	M	25
362622	162519	143526	23	M	22841
362623	783591	143526	34	F	22842
362624	794235	143526	35	F	22842
362663	276995	143540	37	M	22843
362664	552820	143540	1	F	X
362805	1079480	143600	67	F	X
362806	1013154	143600	60	F	22852
362807	1150142	143600	78	F	X
362808	162520	143600	23	M	22852
362814	477893	143602	64	M	X
362815	712181	143602	25	F	22852
362846	654995	143617	15	F	39
362847	654996	143617	15	F	65
362848	918350	143617	48	F	22854
362871	1128754	143626	73	F	X
362872	42768	143626	6	M	X
362873	430020	143626	57	M	X
362874	405773	143626	53	M	22855
362878	1145269	143629	76	F	X
362879	206527	143629	30	M	22856
362880	60107	143629	8	M	90
362881	804829	143629	36	F	22856
363043	162522	143692	23	M	22865
363044	804832	143692	36	F	22865
363045	339224	143692	44	M	22866
363046	926797	143692	49	F	22866
363102	667242	143716	17	F	18
363103	1140757	143716	75	F	X
363104	1140758	143716	75	F	X
363105	1140759	143716	75	F	X
363106	101039	143716	13	M	49
363107	1041971	143716	63	F	X
363108	532498	143716	77	M	X
363109	987242	143716	57	F	22869
363375	701346	143827	23	F	22888
363376	701345	143827	23	F	22888
363377	1152382	143827	79	F	X
363378	882701	143827	44	F	22888
363386	1113486	143831	71	F	X
363387	1140760	143831	75	F	X
363388	626695	143831	11	F	43
363389	26850	143832	4	M	X
363390	854671	143832	41	F	22889
363397	619002	143836	10	F	2
363398	330982	143836	43	M	22889
363399	134592	143836	18	M	22889
363400	918357	143836	48	F	22889
363401	1145270	143836	76	F	X
363402	1128759	143836	73	F	X
363412	873394	143839	43	F	22890
363413	500992	143839	68	M	X
363414	1022696	143839	61	F	X
363415	68771	143839	9	M	13
363639	235024	143930	33	M	22907
363640	1070221	143930	66	F	X
363641	619008	143930	10	F	2
363642	1004147	143930	59	F	22907
363643	1070222	143930	66	F	X
363697	578065	143952	5	F	X
363698	173354	143952	25	M	22910
363699	385357	143952	50	M	22910
363700	695986	143952	22	F	22910
363712	256222	143961	35	M	22911
363713	277003	143961	37	M	22911
363714	277002	143961	37	M	22911
363802	854677	143997	41	F	22918
363803	900781	143997	46	F	22918
363804	900780	143997	46	F	22918
363805	825607	143997	38	F	22918
363806	825606	143997	38	F	22918
363807	162528	143997	23	M	22918
363808	140520	143997	19	M	22918
363894	723783	144032	27	F	22924
363895	723782	144032	27	F	22924
363930	533424	144046	78	M	X
363931	547310	144046	0	F	X
363932	950753	144046	52	F	22926
363933	101047	144046	13	M	26
363934	1179738	144046	86	F	X
364060	891732	144096	45	F	22933
364061	26855	144096	4	M	X
364186	706813	144146	24	F	22939
364187	151702	144146	21	M	22939
364188	34494	144146	5	M	X
364189	815194	144146	37	F	22939
364779	753592	144380	31	F	22973
364780	115258	144380	15	M	68
364790	1013170	144386	60	F	22975
364791	1004152	144386	59	F	22975
364799	277013	144390	37	M	22976
364800	1079487	144390	67	F	X
364882	500999	144423	68	M	X
364883	501000	144423	68	M	X
364884	1152386	144423	79	F	X
364901	489936	144430	66	M	X
364902	296415	144430	39	M	22982
364993	68786	144468	9	M	104
364994	1070229	144468	66	F	X
365022	918372	144482	48	F	22990
365023	1022716	144482	61	F	X
365084	286845	144504	38	M	22994
365085	965388	144504	54	F	22994
365086	935017	144504	50	F	22994
365135	909721	144525	47	F	22996
365136	191818	144525	28	M	22996
365137	162539	144525	23	M	22996
365138	835750	144525	39	F	22996
365139	457328	144525	61	M	X
365140	85831	144525	11	M	49
365141	531234	144525	76	M	X
365157	51476	144532	7	M	32
365158	873412	144532	43	F	22997
365159	266773	144532	36	M	22997
365160	266774	144532	36	M	22997
365211	586136	144555	6	F	X
365212	995434	144555	58	F	23000
365213	987259	144555	57	F	23000
365289	873418	144585	43	F	23006
365293	935023	144587	50	F	23006
365294	610798	144587	9	F	68
365295	610799	144587	9	F	30
365296	935024	144587	50	F	23006
365297	610800	144587	9	F	84
365298	744978	144587	30	F	23006
365299	1032587	144587	62	F	X
365300	744980	144587	30	F	23007
365301	535474	144587	80	M	X
365332	1070234	144602	66	F	X
365333	1070233	144602	66	F	X
365334	1070232	144602	66	F	X
365335	926820	144602	49	F	23008
365336	1184353	144602	89	F	X
365490	34500	144658	5	M	X
365491	34501	144658	5	M	X
365492	34502	144658	5	M	X
365493	34503	144658	5	M	X
365494	815205	144658	37	F	23018
365525	93435	144669	12	M	2
365526	42780	144669	6	M	X
365527	1079494	144669	67	F	X
365528	1079493	144669	67	F	X
365640	950761	144719	52	F	23026
365641	1060933	144719	65	F	X
365642	1060932	144719	65	F	X
365718	314155	144757	41	M	23029
365719	314154	144757	41	M	23029
365720	314153	144757	41	M	23029
365721	157181	144757	22	M	23030
366138	134603	144923	18	M	23057
366139	457333	144923	61	M	X
366140	648429	144923	14	F	75
366141	804862	144923	36	F	23057
366142	909731	144923	47	F	23057
366160	1160053	144932	81	F	X
366161	471487	144932	63	M	X
366162	1032595	144932	62	F	X
366163	564467	144932	3	F	X
366164	763117	144932	32	F	23057
366165	942927	144932	51	F	23057
366166	115270	144932	15	M	82
366208	586141	144950	6	F	X
366350	610806	145008	9	F	64
366351	60139	145008	8	M	60
366352	322822	145008	42	M	23069
366353	918393	145008	48	F	23069
366354	695998	145008	22	F	23069
366538	1134892	145081	74	F	X
366539	489942	145081	66	M	X
366540	1013179	145081	60	F	23078
366545	1070241	145083	66	F	X
366546	392486	145083	51	M	23078
366547	424041	145083	56	M	X
366555	505970	145087	69	M	X
366556	505969	145087	69	M	X
366557	854699	145087	41	F	23079
366872	417931	145210	55	M	23099
366873	723794	145210	27	F	23099
366874	1088482	145210	68	F	X
366990	85843	145255	11	M	2
366991	1164547	145255	82	F	X
366992	1164548	145255	82	F	X
366993	882722	145255	44	F	23106
367033	339250	145274	44	M	23109
367034	339251	145274	44	M	23109
367035	505974	145274	69	M	X
367051	1176905	145281	85	F	X
367052	815222	145281	37	F	23110
367207	835768	145339	39	F	23119
367427	225044	145428	32	M	23130
367428	772995	145428	33	F	23130
367429	772996	145428	33	F	23131
367536	1140776	145476	75	F	X
367537	1186443	145476	91	F	X
367538	1128783	145476	73	F	X
367539	736845	145476	29	F	23136
367624	101071	145509	13	M	19
367625	108425	145509	14	M	50
367628	661146	145511	16	F	83
367629	900808	145511	46	F	23141
367630	1088486	145511	68	F	X
367631	794274	145511	35	F	23141
367670	457347	145530	61	M	X
367671	363111	145530	47	M	23145
367672	355210	145530	46	M	23145
367673	363110	145530	47	M	23145
367674	1169235	145530	83	F	X
367675	825640	145530	38	F	23146
367676	825639	145530	38	F	23146
367915	900811	145627	46	F	23161
367916	206560	145627	30	M	23161
367917	436416	145627	58	M	X
367945	1070248	145638	66	F	X
367946	626721	145638	11	F	56
367947	626720	145638	11	F	9
368044	191831	145679	28	M	23169
368045	489949	145679	66	M	X
368449	1070256	145837	66	F	X
368450	900814	145837	46	F	23194
368451	1140781	145837	75	F	X
368452	972588	145837	55	F	23194
368453	594221	145837	7	F	111
368454	245594	145837	34	M	23194
368455	245593	145837	34	M	23194
368650	900819	145922	46	F	23212
368651	378106	145922	49	M	23212
368670	385391	145930	50	M	23213
368671	457353	145930	61	M	X
368672	794281	145930	35	F	23213
368673	979673	145930	56	F	23213
368674	979672	145930	56	F	23214
368713	815240	145944	37	F	23217
368714	399307	145944	52	M	23217
368715	121823	145944	16	M	80
368800	245597	145977	34	M	23222
368801	424053	145977	56	M	X
368802	730089	145977	28	F	23222
368803	1105443	145977	70	F	X
368847	626725	145995	11	F	72
368848	1096862	145995	69	F	X
368849	935043	145995	50	F	23225
368850	168099	145995	24	M	23225
368951	443152	146039	59	M	X
368952	685168	146039	20	F	23231
368962	825651	146045	38	F	23232
368963	552849	146045	1	F	X
368964	987281	146045	57	F	23232
368965	206568	146045	30	M	23232
369022	558495	146069	2	F	X
369023	121827	146069	16	M	109
369024	753627	146069	31	F	23236
369025	825652	146069	38	F	23236
369078	464714	146088	62	M	X
369079	225061	146088	32	M	23239
369080	235058	146088	33	M	23239
369081	225062	146088	32	M	23239
369082	225063	146088	32	M	23239
369083	736855	146088	29	F	23239
369084	51503	146088	7	M	42
369120	305435	146100	40	M	23241
369404	296447	146222	39	M	23257
369405	542286	146222	85	M	X
369406	773020	146222	33	F	23257
369457	115285	146241	15	M	91
369458	198566	146241	29	M	23261
369596	891763	146294	45	F	23273
369597	314185	146294	41	M	23273
369598	314184	146294	41	M	23273
369624	484091	146305	65	M	X
369625	578099	146305	5	F	X
369626	1042020	146305	63	F	X
369627	958172	146305	53	F	23275
369628	873447	146305	43	F	23276
369739	305439	146352	40	M	23284
369740	225066	146352	32	M	23284
369741	225067	146352	32	M	23284
369742	717821	146352	26	F	23284
369771	60162	146364	8	M	62
369772	134629	146364	18	M	23286
369773	619039	146364	10	F	83
369792	314186	146372	41	M	23287
369939	256279	146432	35	M	23296
369940	594233	146432	7	F	26
369941	157198	146432	22	M	23296
369991	1145294	146452	76	F	X
369992	655035	146452	15	F	65
369993	655034	146452	15	F	26
369994	655033	146452	15	F	91
370024	256280	146467	35	M	23301
370025	405803	146467	53	M	23302
370026	552850	146467	1	F	X
370066	157199	146481	22	M	23304
370067	322844	146481	42	M	23304
370068	753637	146481	31	F	23304
370074	942955	146485	51	F	23305
370075	753638	146485	31	F	23305
370110	1121334	146504	72	F	X
370111	34527	146504	5	M	X
370159	825662	146519	38	F	23309
370160	1079528	146519	67	F	X
370274	215579	146566	31	M	23315
370275	1169243	146566	83	F	X
370416	245610	146619	34	M	23325
370417	256293	146619	35	M	23325
370418	965412	146619	54	F	23325
370419	347326	146619	45	M	23326
370456	763151	146636	32	F	23328
370457	225077	146636	32	M	23328
370458	586162	146636	6	F	X
370459	225076	146636	32	M	23328
370460	736868	146636	29	F	23328
370461	736867	146636	29	F	23328
370509	1910	146657	0	M	X
370541	701387	146671	23	F	23332
370542	701386	146671	23	F	23332
370742	942960	146748	51	F	23346
370743	979685	146748	56	F	23346
370744	495748	146748	67	M	X
370745	594240	146748	7	F	64
370770	77600	146759	10	M	52
370771	602587	146759	8	F	46
370817	1013211	146778	60	F	23350
370818	864364	146778	42	F	23350
370819	185339	146778	27	M	23350
370820	950796	146778	52	F	23350
370821	215583	146778	31	M	23350
370822	385406	146779	50	M	23350
370823	1121344	146779	72	F	X
370937	900844	146827	46	F	23358
371017	436432	146859	58	M	X
371018	987292	146859	57	F	23364
371027	146159	146864	20	M	23365
371028	854733	146864	41	F	23365
371029	763155	146864	32	F	23365
371175	763158	146924	32	F	23375
371176	206584	146924	30	M	23375
371177	206585	146924	30	M	23375
371178	763157	146924	32	F	23375
371344	1179760	146989	86	F	X
371345	873459	146989	43	F	23388
371352	845351	146992	40	F	23388
371353	845352	146992	40	F	23389
371354	825674	146992	38	F	23389
371395	1185510	147011	90	F	X
371396	835802	147011	39	F	23390
371397	1070278	147011	66	F	X
371555	900847	147069	46	F	23400
371556	436435	147069	58	M	X
371557	179110	147069	26	M	23400
371558	564497	147069	3	F	X
371807	918435	147174	48	F	23418
371899	626737	147209	11	F	45
371900	1032638	147209	62	F	X
371901	717833	147209	26	F	23425
372094	745026	147287	30	F	23439
372095	965423	147287	54	F	23439
372096	965424	147287	54	F	23439
372097	773040	147287	33	F	23439
372098	745027	147287	30	F	23439
372166	783683	147312	34	F	23444
372167	783682	147312	34	F	23444
372168	864376	147312	42	F	23444
372169	198580	147312	29	M	23445
372181	347332	147317	45	M	23445
372182	347333	147317	45	M	23445
372251	763168	147350	32	F	23450
372382	918442	147399	48	F	23457
372383	918441	147399	48	F	23458
372384	140554	147399	19	M	23458
372396	1105461	147405	70	F	X
372397	121838	147405	16	M	43
372398	26903	147405	4	M	X
372399	523416	147405	73	M	X
372400	1169256	147405	83	F	X
372401	753663	147405	31	F	23459
372402	501034	147405	68	M	X
372403	1060977	147405	65	F	X
372510	950805	147450	52	F	23466
372511	626739	147450	11	F	113
373082	1113549	147679	71	F	X
373083	42842	147679	6	M	X
373084	1105466	147679	70	F	X
373085	1105465	147679	70	F	X
373086	42843	147679	6	M	X
373135	1128814	147702	73	F	X
373136	1128813	147702	73	F	X
373137	1079557	147702	67	F	X
373194	77617	147723	10	M	16
373195	783692	147723	34	F	23506
373196	712227	147723	25	F	23506
373197	783693	147723	34	F	23506
373198	510956	147723	70	M	X
373278	7841	147751	1	M	X
373279	436445	147751	58	M	X
373280	7842	147751	1	M	X
373281	93493	147751	12	M	65
373307	854752	147761	41	F	23513
373308	370771	147761	48	M	23514
373309	1096889	147761	69	F	X
373387	685196	147794	20	F	23518
373388	685197	147794	20	F	23518
373389	157211	147794	22	M	23518
373390	1088538	147794	68	F	X
373433	571064	147812	4	F	X
373434	571065	147812	4	F	X
373435	571066	147812	4	F	X
373589	179127	147882	26	M	23529
373590	179126	147882	26	M	23529
373671	77625	147918	10	M	45
373672	77626	147918	10	M	45
373673	305470	147918	40	M	23535
373674	305469	147918	40	M	23535
373675	405826	147918	53	M	23535
373819	558522	147973	2	F	X
373820	558523	147973	2	F	X
373821	1134928	147973	74	F	X
373952	450087	148024	60	M	X
373953	77628	148024	10	M	109
373954	547362	148024	0	F	X
373955	266857	148024	36	M	23549
373956	151758	148024	21	M	23549
373957	736887	148024	29	F	23549
373958	1152411	148024	79	F	X
374022	430088	148052	57	M	X
374246	926875	148144	49	F	23567
374247	1160085	148144	81	F	X
374510	85883	148249	11	M	28
374511	1051614	148249	64	F	X
374512	661188	148249	16	F	79
374513	794334	148249	35	F	23583
374585	436449	148277	58	M	X
374586	794336	148277	35	F	23588
374587	552866	148277	1	F	X
374623	723824	148293	27	F	23590
374624	864398	148293	42	F	23590
374625	648483	148293	14	F	28
374673	506001	148313	69	M	X
374674	506000	148313	69	M	X
374675	1042062	148313	63	F	X
374676	634165	148313	12	F	81
374716	1179766	148332	86	F	X
374717	296486	148332	39	M	23596
374791	77637	148362	10	M	35
374792	794341	148362	35	F	23599
374857	610865	148390	9	F	69
374858	673487	148390	18	F	23605
374859	673488	148390	18	F	23605
374915	1160086	148412	81	F	X
374916	101108	148412	13	M	7
374917	198590	148412	29	M	23608
374960	690617	148431	21	F	23610
374961	690616	148431	21	F	23610
374962	661191	148431	16	F	17
374963	1079578	148431	67	F	X
374964	1079577	148431	67	F	X
374965	1079576	148431	67	F	X
375085	168124	148473	24	M	23617
375086	891807	148473	45	F	23618
375087	891808	148473	45	F	23618
375088	540088	148473	83	M	X
375268	417973	148551	55	M	23629
375269	417974	148551	55	M	23629
375270	235122	148551	33	M	23629
375271	794344	148551	35	F	23629
375364	1022793	148589	61	F	X
375365	794345	148589	35	F	23635
375366	146181	148589	20	M	23635
375432	1134942	148614	74	F	X
375433	146183	148614	20	M	23640
375434	146182	148614	20	M	23640
375608	845376	148682	40	F	23654
375687	436451	148713	58	M	X
375688	882786	148713	44	F	23657
375699	277087	148721	37	M	23658
375700	1176930	148721	85	F	X
375701	950825	148721	52	F	23658
375702	835848	148721	39	F	23658
375728	533432	148731	78	M	X
375729	134661	148731	18	M	23660
375730	347360	148731	45	M	23660
375755	355263	148742	46	M	23662
375756	225121	148742	32	M	23663
375757	547371	148742	0	F	X
375758	121858	148742	16	M	18
375759	1061007	148742	65	F	X
375760	634177	148742	12	F	83
375831	339296	148774	44	M	23666
375832	347362	148774	45	M	23666
375833	873500	148774	43	F	23666
375903	864412	148803	42	F	23672
375904	392553	148803	51	M	23672
375905	198600	148803	29	M	23672
375966	825701	148825	38	F	23676
375967	825702	148825	38	F	23676
375968	1042070	148825	63	F	X
375969	93506	148825	12	M	80
375970	594276	148825	7	F	69
376050	891816	148861	45	F	23680
376051	891817	148861	45	F	23680
376052	891818	148861	45	F	23680
376053	648488	148861	14	F	81
376054	215629	148861	31	M	23680
376055	594277	148861	7	F	20
376107	730132	148880	28	F	23685
376108	128197	148880	17	M	32
376109	909799	148880	47	F	23685
376110	128198	148880	17	M	77
376111	825704	148880	38	F	23685
376112	68861	148880	9	M	37
376154	436455	148898	58	M	X
376155	532508	148898	77	M	X
376156	835851	148898	39	F	23687
